,Florida,California,Texas,New York,North Carolina,Massachusetts,Virginia,Colorado,New Jersey,Arizona,Utah,Georgia,the District of Columbia,Michigan,Washington,Connecticut,South Carolina,Iowa,Pennsylvania,Maryland,Idaho,Louisiana,Illinois,Wyoming,Nevada,Vermont,Oregon,Kansas,Rhode Island,Minnesota,New Hampshire,Indiana,Missouri,Alabama,Montana,Ohio,Nebraska,West Virginia,Mississippi,Delaware,Tennessee,New Mexico,Maine,Wisconsin,Oklahoma,Hawaii,Arkansas,North Dakota,Kentucky,South Dakota,Alaska
2011-12-01,131608.59414826936,284264.86836852256,137625.50217136575,252922.39096120614,152092.02516165387,299333.5350487555,216709.1986241508,218773.8640514172,278597.6786689222,138390.91875229293,188764.30424164722,123182.9916236358,365494.41325823026,95527.91933745927,230807.14546424945,239474.81193634993,140594.45468039767,119719.00245445821,157582.6201101667,244678.9246764793,147854.97275340286,160088.61213818623,148132.40703200878,197315.03153183858,131675.2788684638,214876.57249203324,202969.54933194548,117189.30466569705,218286.9969998614,157400.14672980874,210344.68761687996,113444.37374078717,123849.63695328166,120789.87771044021,180935.00346123896,112068.58910338105,129133.35548416445,102668.93278687065,116621.20993786835,224426.42387467236,137137.77336892276,165236.8314542517,179329.01642962536,151512.33905178183,112395.31274626956,411644.58017027454,119640.85105992528,167539.64915896658,112432.89697457025,147367.43536936957,247916.45975449882
2012-01-01,131637.6600598795,283876.26587268314,137508.96486016584,252394.87111907048,151654.61592887793,298276.29178369825,216638.00136446906,219052.07616816656,277214.48139661405,138915.58143955606,188745.4860562732,122649.96575683997,365573.0431260218,95375.07751695854,229862.80461334295,238229.92902981784,140564.48579031878,119737.7544058889,157270.85186949038,243877.1257910399,147759.74043144038,159835.87243218973,147141.75330103605,197925.941639112,131452.1905254159,215014.22725260825,202142.40027522462,117052.81498054876,217118.1204194381,156722.39212615264,209536.42859888147,113194.3090796761,123481.30077373768,120642.91773541179,181050.93154279652,111705.00391706372,128844.79597417153,102654.85090616718,116533.25184516054,223326.11464999698,136992.2185826428,164919.86806890753,178722.0997359841,151114.61065816772,112258.43578916126,411889.6055372192,119618.66172922637,167722.78479414352,112414.52049028677,147529.81945546568,248561.27646674355
2012-02-01,131761.35624988243,283311.5069001788,137669.08890684496,252185.44594781767,151467.25586583768,297477.12321964256,216850.1239533131,219450.3194984524,276668.77820601285,139773.55932666766,188911.3565447355,122241.22003133548,365834.3978553475,95458.56430109676,228966.00250445356,237396.0008269086,140872.05987601238,119826.10119760473,157201.9788770631,243441.73350207217,148116.4316953985,159880.50002859376,146182.85245731322,198674.86144330178,131325.96377020422,215376.34326740226,201837.9904663578,117031.23133565365,216381.61774510346,156507.4914033221,209085.22662986256,113157.64075006793,123308.09293090236,120707.60457991129,181213.01404240882,111471.2165382543,128549.1119900819,102800.62108895734,116477.98874551016,222280.5888620784,137047.76481804482,164798.18668423375,178236.2629214353,150840.57569986003,112216.75753237015,412615.0127611681,119772.39648503032,168106.47362885135,112506.04695709904,147757.89325908772,249250.48091023377
2012-03-01,131959.22188029837,282676.7622810242,137954.50804309206,252376.38075956787,151549.09045167532,296913.84298506216,217499.3923201682,219922.7423784836,277225.7610931682,140570.07566145327,189440.11192952105,122363.71682169993,366124.31127551786,95736.50039417479,228026.565540962,237256.10444667563,141290.28990358033,120209.74826269368,157533.92706645632,243470.39770501934,148850.58243979167,160042.0932477557,145635.94540833912,199673.9412784154,130995.81988821509,216165.4256722014,202028.01402462253,117253.15299771396,216024.19055505723,156871.57865112947,209019.51593802718,113343.49709747084,123367.05559278479,121046.69229687391,181776.83004864168,111470.57197576544,128513.89280089492,102980.84068514127,116330.34489334472,221368.3809011286,137395.98538920438,164877.00387690918,177923.67878299128,150788.12784571547,112233.06375690596,412530.8192301909,120015.72579713418,168844.55657586348,112835.98836711475,148315.16022859106,250043.9308633909
2012-04-01,132328.00245253948,282243.31665157113,138241.62039693716,252774.84343625823,151866.64190290947,296810.767046327,218498.51558657482,220289.7384904702,278061.35988233786,142071.65369698734,190447.34839291163,122701.65614108281,366114.8861848183,96285.51174932794,226941.24496956888,237357.24904682045,141760.22362830507,120840.34810569238,158024.4393528845,244240.89848282517,149992.61580754173,160097.41918770564,145168.61007655226,200669.3380513813,130543.32588418561,217303.7730370064,202381.8100803443,117610.3755779488,215787.4223183304,157531.7843990096,209407.80729503278,113689.54892005306,123675.14392949454,121565.34757210161,182491.90723020153,111675.67206554447,128754.88792850712,102987.67717658117,116262.88161048728,220058.78609997974,137876.20004053283,165022.7945346708,178103.41972353487,150965.5879711079,112278.81544830512,411532.04087737337,120316.56953638418,169669.8475360936,113376.38391167241,149129.0152954431,250888.6180538472
2012-05-01,132805.43423545256,282440.54739236465,138562.0992063787,253271.8748563122,152240.40162637123,297299.68365255365,219595.46985661006,220865.64950480606,278765.25201228913,144220.24054805565,191832.98907829318,123201.79200997045,366794.3026600352,97017.00977734762,226032.3546022456,237237.63356945544,142199.7193870313,121649.67903777643,158492.67015088905,245013.44212028504,151233.29294814958,160477.32129385034,144841.9383525944,201875.9927555765,130549.08444631628,218228.33376758892,202714.8811590886,118138.07383366482,215822.55307758026,158354.82397019726,209888.8200959183,113973.33055944921,124205.30960728186,122497.72629338769,183410.05631744288,111943.42563177522,129094.15190449497,103313.9711453048,116565.30254285906,218971.60005113189,138280.26973618558,165223.50437885875,178452.9474578386,151350.56319266415,112472.40719715838,410901.9376952857,120722.50689533475,170803.36576409475,114000.28806821977,,252008.85989910527
2012-06-01,133452.36652662163,283556.81468965305,139013.68030358708,253636.17623872924,152535.39248789955,298262.63722781214,220661.64758911473,221874.5485858145,278792.0514133682,146797.4077599234,193320.45607136315,123815.70326382195,368550.1166630827,97852.4448235508,225622.73280942824,236855.42868623076,142547.7569519528,122193.25648718658,158681.68171872201,245824.55877381866,152574.16128327345,161260.20966187303,144864.72893938387,203122.58016255926,131665.14350717352,218883.5965531631,203207.22279249702,118826.699607787,215934.7040739373,159412.86144281775,210486.22196697057,114241.81450512762,124787.70098837583,123830.37494139814,184430.9028629793,112104.83580760618,129496.67017105124,103708.95950770087,117044.26522943605,218463.09715498055,138641.5491502746,165424.29810103634,178946.28293641223,151793.43733155305,112752.17285263223,410843.8359774729,121266.37914222764,172351.4686201737,114477.82111424486,152029.80156723512,253467.04452932373
2012-07-01,134101.27578843862,285175.60424638627,139525.48129839092,253974.3653392055,152790.58682066307,299433.78637499624,221596.25078246687,223365.99478406933,278679.6744249643,149606.53531339904,194750.35814534492,124481.26960083644,371220.9709987847,98680.95324667101,225565.49573986317,236364.52329299078,142781.61566571033,122730.60633368813,158760.26878456323,246333.55560136828,153919.3578350126,162031.7250808458,145114.1529418493,204293.06180222987,133320.59492273818,219363.20570113263,203823.97748621562,119558.71894238732,216116.96724994996,160767.1636452426,211038.0343586188,114531.34042669223,125355.4812537934,125233.97591429656,185335.80473474157,112259.86634901958,129946.99608928426,104496.46088152786,117565.6917960735,218612.16698450572,139032.28302347197,165653.91701975875,179255.19424070965,152136.04015273726,113145.43652390828,412311.0878194158,121904.85770852095,174127.1142012792,114807.18922599235,153748.72114615006,254782.5211452467
2012-08-01,134678.2926172843,287735.2469833162,139907.63524113738,253985.90468397643,152824.22429436058,300437.25341420353,222433.79544675723,225202.7167427001,278057.47968302196,152392.84967614152,196072.0404930825,124895.2221357631,374529.24553371797,99290.6537049287,225788.2585627026,235783.98138126635,142849.88749225298,123171.35826535839,158632.54312430418,246735.50641213116,155241.2597747758,162286.18616352,145248.83221926718,205127.31793168394,135191.0845131967,219901.3680841852,204608.34397591228,120074.83738303684,216036.92144282794,162230.18392494993,211170.1083761022,114779.59695304003,125691.68864395643,126278.13761949365,186028.1540838986,112249.44551244548,130482.31483504805,104946.95710286801,117378.64901181213,218551.21074679377,139240.0751553226,165688.1041460407,179061.01486694798,152299.65094274352,113371.5286227822,414549.21696293383,122311.33252689785,176104.7208541527,114758.10417215328,155256.12315766196,255964.4582333589
2012-09-01,135292.1338711681,291192.0037595202,140235.2832665603,254013.17160846922,152872.35897371898,301198.9102959384,223239.47227279877,227314.24801573032,277767.97573159396,155344.8733362418,197488.20709350577,125278.47126100694,378947.51910277875,100006.5458211614,226435.9158033694,235100.95677099447,142983.77058529854,123590.52150117756,158506.40496817545,247420.27980528792,156698.31133110356,162316.64028990964,145306.1360810698,206035.92420092714,137080.3867005457,220453.70508969435,205518.82128574155,120337.42439590643,215804.18023633622,163771.36027858822,211238.52584496688,115038.23879389912,126040.89953020417,127246.85046200902,186578.54243427285,112310.49331322014,131044.58496285968,105511.34624691796,117188.88651938409,218248.39910617532,139470.87832680208,165761.8645403773,178929.9926665978,152482.93167218773,113560.23966120835,417376.17927802476,122692.52984862542,178149.6775152459,114601.39918311418,156414.91608349633,257646.32656652122
2012-10-01,136053.19199809444,295603.3594238374,140561.830551735,253850.21375281166,152858.75467880335,301891.2797781232,224112.69642300837,229397.0820545845,277561.0092404659,158028.88863547155,198936.183920046,125563.15323583111,383877.0772369693,100757.19942793196,227452.10663444444,234448.002513367,143174.62878670273,123627.0530018896,158321.3283183038,248187.35741936674,158153.0016988572,162350.08645583547,145123.15415472968,206832.74224339565,139044.05771405887,220815.46826390096,206833.72777908065,120429.64142250933,215749.67644931166,165358.9375004938,211236.90341301935,115314.92580902284,126126.65515617288,128107.67173490475,187310.7777036348,112369.0012433995,131615.7861766644,105910.48800977929,116765.61797781392,217749.2439391493,139551.77768067367,165863.6615540176,178670.31985976387,152712.78643870653,113675.23594664135,420043.1864763261,122883.60546876484,180464.31349160158,114414.31054938964,157047.9420264827,258823.31148845656
2012-11-01,137130.92131496491,300433.7674770896,140938.7104427181,253834.89185762985,152860.61059201398,302860.2238729819,224954.599067317,231344.2336251689,277836.05824473634,160458.27881030404,200686.7618108044,126027.48688356245,388886.196394368,101483.54268554873,228948.20269099428,234200.44909063878,143321.76487013616,123537.40759471369,158185.23975520898,249336.80753488373,159531.67062675938,162357.40895719235,144801.8155694967,207707.2954692411,141306.27382038938,220900.39665112764,208349.18904005107,120527.93253856355,216175.4906728708,166789.40827852287,211382.6350227459,115450.4006048965,126095.07813082413,129028.03329217089,188411.37497399654,112472.76650832768,131982.46620311667,106153.93919348683,116808.71599053155,217853.66412758312,139677.04313172598,166291.10982910462,178766.32487429932,152829.4070904116,114022.84709890746,422883.2097259019,123096.16900133547,182681.6172145234,114319.60200075062,157310.77148827972,260059.1819619208
2012-12-01,138567.27733410257,305574.95614519995,141316.9813090124,253808.9448859639,152795.4720426072,304372.0339830339,225566.1089269837,233064.25916699995,278162.2630808861,162428.50367399087,202502.9427538882,126478.25885711527,393555.8124288641,102132.3302863335,230621.69748289583,234270.25931248313,143411.37359596312,123833.72995303478,158095.09177711394,250317.38223912902,160768.3606883566,162378.12198208293,144479.91247187948,208261.0079822753,143399.08019224484,220941.5624442118,209929.353175838,120665.6293028791,216389.23255635562,168091.05127835568,211509.20362292754,115507.58655359223,126027.76834078335,129655.89997950551,189660.49302986232,112536.96381159725,132189.66666921705,106359.4368600864,117190.6059020215,218169.50229146177,139564.84140478304,166834.96612751178,178718.90506476114,152898.41926028384,114495.95596037693,424915.3998884778,123315.68122309037,184927.17388221677,114399.44542548583,157594.83238281813,260382.8816045442
2013-01-01,140210.01470254816,310444.9567559251,141845.0657901121,254215.4073157359,152740.22652730983,306291.6555189575,226325.50434754588,234817.2256576415,278731.5367866162,164248.14767290093,204514.41498075952,127035.54355157824,397512.1991530028,102778.2516671557,232657.215712433,234818.21328373623,143516.084702399,124517.30102096075,158089.04403724417,251622.0509995527,161952.2720727513,162654.2248520767,144512.7111059603,209008.31813160543,145760.97521871183,221346.47622753144,211636.46153582176,120844.06264790562,216445.5154378627,169298.58923965288,211707.5455992157,115452.849143738,126008.58478578915,129954.70732478028,190664.9215246767,112666.27029212972,132304.08775264773,106448.15321194545,117666.55774176138,218558.6631690919,139430.15874728325,167077.4588408422,178592.70133994924,153059.22394978968,115009.1640198872,426809.2002341957,123599.94897021157,187304.4259702419,114418.59377268387,158133.86109484138,260309.34354093325
2013-02-01,141887.0519534311,314754.6921233251,142516.14661057203,254891.41630091332,152853.95173142667,308409.5921558981,227257.65988131813,236460.38213770092,279286.3651434915,165967.1733658661,206290.60302394183,127763.43455169718,401064.2898470611,103527.51715692319,234684.05387068586,235548.27244956596,143794.56769422023,125108.55707325926,158110.86520729234,252952.04830415462,163243.00439841466,162614.2664071622,145052.66575868844,209724.56698335413,148164.51073261583,222173.27756498786,213479.34661299712,120932.81548789797,216651.88502884578,170493.92426664173,212319.95566711025,115480.02687007458,126091.49996064459,130120.84150862387,191258.28610733457,112882.96070331738,132603.73558549545,106103.19057367744,117660.69677161051,218626.36592354067,139533.15057005465,166907.6426162465,178619.22223983824,153464.6764980309,115169.77746534998,428361.20607618574,123936.79592555332,189200.5320073515,114426.6770366793,158833.75436870364,259786.01535980284
2013-03-01,143598.42404735627,318456.78183196665,143311.45987768922,255687.5087790232,153098.24380958846,309802.1609984781,228226.73003287488,237755.5933207974,279720.2157500314,167919.90831571593,208034.15111870074,128866.19982757261,403208.9185934888,104508.63563950917,236537.3603799916,236112.44576474823,144228.50920035152,125575.83351701677,158350.91110129183,254283.86383432883,164652.72920497923,162819.75251939287,145860.76002870753,210424.71480076815,150984.06972161453,223183.05181135944,215304.08277463212,120891.78662584063,217545.04686534297,171689.67326888486,212746.4290259492,115490.77686001959,126209.88406918607,130367.04536526142,191562.4977726084,113301.56294205796,133009.30955946128,105752.90951833634,117170.40070838369,219033.73433011843,140008.5748605299,166734.2645841598,178610.98545386185,153979.7815689046,115262.81904078518,430376.74458886794,124294.0876023253,190732.88040792072,114331.74051247998,159623.86391185,259109.6475675906
2013-04-01,145361.0672670428,322814.79540945747,144066.50179018523,256439.20502262368,153465.23144723196,311073.32765670767,229014.860290029,238903.65206858536,280220.8365259008,170285.34454542233,209899.85392079983,130251.39452711295,405325.0334954183,105680.87368609551,238244.70936573358,236554.04279704302,144748.71354229734,126054.53862298257,158799.9888668077,255611.7987585396,166223.145910493,163309.54427293627,146971.46757752646,211002.10571664642,154313.5972080125,224071.98439746315,217055.13583297268,120876.81369962478,218849.4617087968,172775.80022837585,213417.23283419825,115615.99876253447,126509.24281612835,130850.38734590037,192223.41873200808,113889.47483676295,133494.76017723483,105263.8729785057,116717.81834190484,219685.9080410206,140746.2877991212,166802.24086546004,179249.7855112725,154535.96800171435,115380.25006809714,431966.06056113355,124597.63326834301,191596.95903790984,114322.9214529438,160349.02971983902,259204.13696087684
2013-05-01,147349.16654713615,328767.9044698958,144928.2574485904,257290.39009425466,154005.4543125746,312501.2214626767,229867.02085492693,240220.31700549726,281082.7027238118,173065.85844448497,212135.86662654803,131976.32079393472,408298.53046125383,107089.88269335234,240194.93081890527,236997.82894761613,145337.21916795985,126726.7662508267,159464.56870420332,257280.4356393485,168040.16155510358,164302.20400888892,147923.2972764226,211469.90189358918,158464.73862117343,224857.2752486907,219043.42380334638,121011.38340149696,220276.48607674637,174021.11036824898,214114.84419382966,115924.2428124846,126932.51838065915,131536.8796236002,193208.14727722513,114654.77425812611,133905.75798742552,104992.20814085055,116361.0442703251,220152.51704361234,141594.98810261636,167229.0540230721,180074.89395783018,155146.26463242996,115582.03552392234,434332.8384181324,124815.41010907525,192883.44121671712,114577.31811169097,161124.00118023637,259851.8684757269
2013-06-01,149297.34349409977,335971.6899328713,145956.55949606394,258472.9290225768,154677.09160637492,314642.33900797303,231005.88437241022,241986.049194673,282106.67436500307,175984.57637246454,214522.9260938927,133734.62901084856,412865.2364968758,108599.51629569865,242324.4850589444,237609.8812652923,145954.21988571493,127294.79907278028,160025.22910035113,259062.45866075135,169884.37750684135,165516.94599209182,149090.77543045185,211883.452577605,163385.16182846643,225589.02738360153,221326.2385426251,121367.89088118216,221685.3489099488,175404.96606298452,215184.5498324453,116388.41656490153,127522.30439677594,132134.28881863746,194325.70995030578,115336.44801420065,134353.3810313217,104792.3200026403,116382.17327053205,220919.97928783772,142283.14124113656,167644.6420078835,181316.76903518863,155798.43561667608,115829.41501674782,437193.728847168,124971.67146980549,194307.89397580983,115093.17208340944,161788.67282992476,261196.27963080385
2013-07-01,151168.74919711635,343187.91774017044,146943.42115185654,259651.26200584436,155364.7823370992,316894.7284830184,232097.9372285486,244030.07152024386,283261.59727796324,178788.75302795196,216773.65543782045,135444.7031641464,417886.8658416476,110056.02408340953,244342.0993841415,238264.28813780067,146483.82305744058,127739.9310487751,160190.5090374355,260544.80493667067,171599.73183296635,166324.85721112823,150043.22486114138,211870.14046686338,168286.9733119876,226076.42590261987,223584.4758938784,121685.20370855196,222885.95890219012,176948.79004938807,216035.37580496355,116924.69070493535,128169.74059355554,132536.92678434603,195180.01237748636,115872.4549785567,134824.0860429651,104473.9371455646,116334.85256588581,221563.46782869523,142749.4148292643,167713.9250570292,182227.9154175274,156356.90498941098,116002.26503753487,440861.98795339325,124995.52750408865,195740.67825571226,115608.4272615005,162325.15202239677,262577.89300235413
2013-08-01,152955.46560466752,350090.06879194087,147900.14753838538,260709.45753731075,156020.07476046289,318914.74983983656,233141.10402454075,246151.87793442176,284616.0538747708,181448.7403766398,218835.62588905834,137046.09743594893,422788.28518890217,111671.87728662947,246126.3053153154,238815.8207526157,147028.7104835456,128389.0584962718,160248.1732345951,261546.46519297743,173113.10162024514,167271.66770474365,151295.7562583543,211841.51261504332,172666.84817502252,226546.12756180894,225796.28798483175,122087.66905628039,223938.01401444236,178680.5122950554,216909.0044768503,117503.88025094266,129029.7322954427,132903.5058941594,196046.02915159252,116359.8900028995,135470.46580099786,104580.41028303884,116709.02170330152,222756.56664836095,143127.86079405775,167751.37936071816,182945.36897489615,157026.6317535234,116414.02860510508,444907.0890403059,125108.57180467116,197301.15071930355,116189.04651044267,162940.5965231706,263885.2745695773
2013-09-01,154691.85504625304,356854.1028575967,148646.8853240557,261474.55280045464,156547.7463925201,320739.48891199904,233992.31969680893,248195.36557370398,286201.6364920046,183875.43097519348,220678.46459556976,138421.38151810414,428485.6026995557,113102.92858559387,247872.77162416748,239267.69492369553,147503.83996379434,128825.47205937667,160175.7758465913,262478.21221308206,174518.63114796203,168038.26908159695,152435.2404008402,212012.4638449354,176596.0403390173,227115.95495691654,227884.18850687027,122393.88860777894,224878.12940936745,180346.93153835332,217836.54783668372,117971.35339313005,129775.96645641858,133208.71589267164,196969.6669477321,116755.86129836163,136016.084250198,104928.71700732468,116796.09126236911,223735.73487304858,143468.11971298125,167644.9800113972,183487.62849439293,157632.42698208932,116679.72277189605,449840.06350878795,125279.99933601172,198812.99393994673,116500.97408458032,163500.26627296174,265392.03665431036
2013-10-01,156525.11451437592,363534.6289887804,149498.33199786165,262286.6799091092,157084.19486556435,322626.6019871098,234868.54851956645,250144.9690852973,287775.759071128,186041.39951596106,222405.66806507684,139830.02923950503,434742.7133729811,114470.57715822873,249689.69928445926,239728.1968170974,148100.94178553807,129304.55984366778,160400.16044708213,263587.74544676323,175921.92110071852,168695.1802860188,153890.42355156856,212502.00738936372,180193.6678411072,227688.6329225035,230000.54608339487,122830.44510907744,225812.35311202248,182006.122502437,218917.86317692776,118366.60438313465,130497.63797762747,133707.2031026665,197995.35332037768,117142.23045316385,136585.91936807198,105692.45419566486,117185.0989027475,225359.8035768869,143958.45978658073,167658.4763378369,183872.83391880683,158247.43091033422,117225.10761037405,455088.77224024455,125605.03949770913,200637.2073230627,116833.61566469086,164320.3560365703,266293.22660083126
2013-11-01,158144.32081501416,369138.28775459464,150278.24997939882,262959.6398984694,157354.83903879955,324482.7479085431,235449.79881631944,251833.31487442958,288667.49570530193,187675.41120614996,223756.7010973726,140955.58542344105,440154.9319701505,115317.82177567632,251384.6101649243,240163.49466085923,148461.0748144974,129598.36928702325,160561.2372988971,264859.5969926407,176899.492245229,168921.92627310622,155148.8004801833,212751.87040567643,183346.1865717397,227518.0443075806,231816.65068529113,123133.52761660975,226676.51809705366,183271.10270155352,219596.60772278722,118456.31933310554,130751.61145150033,134019.2936332374,198833.18146550845,117221.25323498559,136845.13025860582,106001.51716811361,117341.35730521269,227103.63794361442,144302.19025182963,167481.33886893425,184088.86610705973,158371.70779260862,117733.7094777897,459196.96822932904,125684.62669487024,201974.04619678567,116888.18368138031,164813.51994173974,266696.0436960471
2013-12-01,159796.35338167383,373652.1298104665,151153.20179343995,263414.16700600105,157596.4055333149,326413.4762386058,235891.17030861773,253383.76696495793,289349.7279254248,188853.47408535008,224713.12677727558,142186.48539225548,444014.67736429285,116041.1028464549,253139.66799681215,240625.68612417334,148834.76825866787,129873.65675869113,160780.13939916392,266250.2183788985,177643.4213531617,168603.0893891666,156337.0022699101,212792.68876060983,185535.27369367157,227043.60504641067,233616.13818907304,123342.78426791793,227215.6334752712,184449.0469804634,220093.51552710938,118512.09443911041,130786.38247706888,134422.77522127933,199716.63027412244,117297.96065451666,137166.23997007418,105845.4079452759,117592.462273654,228480.20853504198,144782.34879416626,167404.5341039242,184086.0684794963,158570.97895110145,118259.29224298173,462221.07616531756,125556.60006194301,203008.06768264202,117028.60652275775,165056.5434513942,266144.26734278264
2014-01-01,161368.80843050996,376919.15358192817,152180.79022538217,263804.7196360665,157840.77852516394,328250.25943057006,236250.26960510507,254682.54365573093,290290.11124899215,190055.39667099994,225485.12209494956,143302.1720658982,446477.9709405613,116767.32989986781,254891.10176587958,240997.1719700652,149179.96549444375,130129.54820844647,160924.633249491,267606.24046538153,178168.26593112727,168183.48386989988,157201.7506024336,212740.31891413507,187021.62665524086,226680.22974089533,235294.87863435104,123358.7928409929,227633.7129315751,185481.27442045396,220539.61617122576,118569.98846842792,130698.72070314195,134773.43482078504,200636.7406747558,117266.15770345226,137323.6782698968,105313.68824499809,117832.95222151348,229455.66165494625,145209.12192420234,167730.88358967192,184085.16579847186,158822.94412529378,118543.01808671934,464565.3245956166,125553.22657889168,203623.86289843408,117124.6518816331,165156.87279181124,265316.177086903
2014-02-01,163063.41367921943,379620.1764315795,153340.726289995,264339.7663415395,158345.57554479493,329892.72695247334,236534.37653834387,256009.19318502015,291974.06653489097,191336.65031501485,226120.51055584886,144549.82903337522,449426.5935218737,117742.97035315144,256596.85297184007,241254.64117039656,149787.8803218333,130147.16307679632,161025.85082740537,268976.70232916524,178859.99808494374,167922.04554884357,158136.67465974306,212786.24968848703,188514.7047832408,226886.30820158063,236931.03475401454,123215.63088920602,228025.04967336985,186630.12800043076,221086.83917523068,118796.46348194561,130696.74311244207,135294.38091768767,201506.2597619555,117378.34442098813,137543.7590532771,104885.13306616672,118260.8158509747,229846.01957028432,145826.93949715575,168321.41387463338,184152.73462113482,159439.36178221364,118688.52952215586,467182.4010924271,125841.73715040868,204098.5066891548,117303.62510057673,165075.19606465334,264491.3280334409
2014-03-01,164652.6556018895,382076.6035842894,154510.89961948854,265322.2120816793,158888.02934570497,331350.36101603415,237027.1749379911,257271.52400797993,294173.1313809447,192629.99423609485,226972.99707599057,145707.8908628335,452026.84550953674,118627.61682542182,258150.16130895462,241641.42288386403,150341.04629050393,130398.25314717693,161126.63885381326,270321.3892188004,179670.75936070862,167770.4883887209,158950.27545104464,212885.51672053046,190089.04321736182,227294.290126705,238541.1840409697,123159.12377312926,228801.9213868398,187796.97669950224,221690.60363183462,119042.15910606105,130794.83936200167,135692.74025844198,202354.252024996,117527.14276803902,137758.62984374666,104143.09534523364,118587.31924356328,230296.02688622396,146351.0256790449,168893.88628687637,184298.11075672286,160145.42480608597,118703.61486586729,470064.0466934888,126094.84171301813,204419.7091258521,117362.5579945252,165136.87024962576,263977.9517733628
2014-04-01,166067.90883177504,385072.35979817825,155528.08095448834,266465.7703804033,159454.1762280589,332881.23370008386,237607.68275264962,258720.5326202386,296326.5057031645,193599.38248226602,227707.9625247723,146894.43444269555,455295.95539935847,119630.67234294629,259524.1080028643,242171.84304096745,150915.0704257294,130912.12282425335,161378.96173304968,271782.6083214223,180529.7374455103,167840.37153555438,159781.30279386588,213080.33866215128,191987.81044538063,227574.40650821102,240124.08485488407,123228.04609208931,230073.35611041114,188860.5639872681,222261.86315921255,119482.6129814337,131054.61965477899,136093.96250673305,203116.09722797447,117932.37515262747,138166.74144204278,103536.50046145894,118909.00230165386,230179.45134058222,147006.42129854995,169276.10137962925,184562.02574059917,160932.5634649156,118834.32916957619,473075.4224885994,126298.79188053372,204800.47381821382,117633.11876689627,165207.24770985407,264373.56494640006
2014-05-01,167463.82775493595,388269.1429294466,156558.46134941955,267825.2424812336,160048.21795509485,334635.3413528088,238508.42504550397,260281.92826966863,298368.82680137357,194386.8396621135,228632.2004446643,148110.44067701456,458177.38653950114,120624.69519232555,261010.29594886515,242935.14237389536,151488.12600029202,131641.6736217872,161839.99763314653,273048.1369834822,181580.45457731793,168076.0563841478,160639.1414748373,213719.53751444482,193898.46090262066,228335.74040629607,241911.0810842821,123643.42076450953,231438.53483096103,189830.14979117608,223157.288424756,120096.25074519246,131622.14604853027,136460.5342948836,204139.3900449023,118638.13820269995,138734.6339362987,102901.42038934857,119379.62098161918,230574.62280745487,147767.1396210269,169845.89469845954,185246.9604983041,161731.03419873732,119161.5935759445,476379.557015731,126603.43153781637,205409.52781224283,118136.35007301113,165549.5177538248,265266.11184544634
2014-06-01,168620.6268265013,390901.7469490953,157604.58593578465,268762.9651680966,160550.6611092543,335982.1736712327,239125.55555163053,261870.10735723042,299580.9408571227,194947.5535131495,229241.91939658063,149128.55664729048,460992.7473890351,121755.59294095876,262095.20007758946,243373.29435852598,152056.08450764485,132423.97500894076,162327.3294310776,273777.8518013681,182385.41192316238,168679.18827141507,161555.74066790074,214235.53202428573,196088.22449643072,229022.23628220972,243342.80267652133,124189.96280497116,232291.59309983513,190432.22692080776,223945.02982115853,120760.13686096348,132349.55921937453,136729.00302997025,204947.98720174958,119394.94437195927,139324.08117809685,102826.53049983998,120045.44316859888,230860.6900225013,148572.47156464914,170154.2202496962,186043.13746706382,162376.7611954188,119711.51195533045,479114.3782527716,127032.53726478353,206317.5109602485,118879.98240696146,166036.10684061793,265723.3391836023
2014-07-01,169812.41075277166,392632.7305246829,158795.91847681717,269534.722099385,160972.84937594144,336936.82947565016,239588.91279955092,263545.19017664366,300266.5307271709,195440.67060359367,229862.59361434178,150009.65236341636,463908.75627864414,122818.54038643866,262995.77648965217,243559.38879736778,152626.93387539676,133150.23756068968,162834.31002050123,274018.99157540046,183304.55873292065,169608.10132865922,162571.21547365465,214952.89539172497,198025.69124477144,230003.63607063633,244690.46663412944,124817.8121938698,232619.86403440117,190904.82061854206,224677.5638127584,121462.72000346635,133139.66336890816,137045.86125424106,206163.51542024108,120080.262767468,139937.87952481033,103434.25633530115,120953.83933481103,231667.06056413197,149298.52238032024,170441.34381979596,186887.40694284346,162900.0781635932,120331.64644954388,481726.2767939055,127479.71378222348,207720.7955433113,119591.40032016637,166755.62491417272,266230.0385437565
2014-08-01,170826.5627877317,394150.3720037947,159867.23101902648,269993.6161965472,161194.1354200544,337325.5735783496,239880.7095426157,265232.16853442695,300489.4794037023,195890.36794634815,230436.10020622637,150704.36269229514,466534.185445295,123657.925447308,263612.23129562126,243330.63817993875,152955.24794054715,133605.37481743176,163083.65781459055,274173.051137146,184016.3099094551,170347.45892506497,163409.66108072925,215556.20539465305,199372.9925548275,230590.9172925691,245899.35523010278,125373.79592182091,232641.75991449843,191240.70932396725,225120.41628083237,122040.72493554628,133777.2845028472,137325.2262306212,207237.46363973463,120482.2793833887,140483.85184102991,104463.7743756394,121960.53752176558,232353.0483288114,149743.27161680305,170338.60566731793,187265.66649567234,163191.0862780896,120898.88092025713,484044.03792671586,127891.95675946407,209343.62408704686,120055.66602968151,167546.05956642693,266704.8712038105
