,Florida,California,Texas,New York,North Carolina,Massachusetts,Virginia,Colorado,New Jersey,Arizona,Utah,Georgia,the District of Columbia,Michigan,Washington,Connecticut,South Carolina,Iowa,Pennsylvania,Maryland,Idaho,Louisiana,Illinois,Wyoming,Nevada,Vermont,Oregon,Kansas,Rhode Island,Minnesota,New Hampshire,Indiana,Missouri,Alabama,Montana,Ohio,Nebraska,West Virginia,Mississippi,Delaware,Tennessee,New Mexico,Maine,Wisconsin,Oklahoma,Hawaii,Arkansas,North Dakota,Kentucky,South Dakota,Alaska
2007-02-01,258788.6930389628,486383.59087404265,145948.47622537307,283345.0978592904,170730.1819013363,364668.09670886555,272656.5574253727,245855.11195300528,371771.1159842068,279659.92520116916,229979.44656604374,173863.9430505197,396993.2961074324,149188.3932692009,323264.2731581449,315338.1850628291,166949.2127295444,123680.19037322271,172421.2992152991,349789.00382098835,205250.98749414692,163657.64118123558,214594.0165585894,197689.39476319123,335744.33382875397,219932.70335720052,277028.82822432154,120954.70610504826,300509.8618428194,217124.45832338533,262827.65088007343,121626.31771112973,146153.94576565418,138330.63320441885,190004.82379404028,133829.7650643361,136818.889428282,106651.95418727108,127541.70816364505,282749.4956681345,152553.61195689833,191867.29147404953,209577.70408371286,182984.89044342123,112610.5172004199,477931.55848163227,128817.08325475582,,118898.11736328395,143537.4575784103,242907.7043353474
2007-03-01,257554.4092845876,484840.7085031867,145929.87675463062,283642.10451909405,171408.0817219379,364022.1631742562,272588.88376462547,245788.05094339815,371527.6690298301,278931.16432600503,232678.753271507,174237.95325195199,398241.822313694,148519.63205824725,325054.9147605333,315390.5196186104,167338.250181132,123925.87235192879,172921.17047413488,349833.7376615478,205257.8695253141,164318.59098669782,215010.10973670884,198613.81162090448,334577.2681589408,220558.7996853591,278094.18863949174,121231.26698601148,299594.0732085398,217031.21939771072,262273.87838620384,121620.49368486332,146308.5744687514,138889.65471470752,190498.78667449465,133699.127251837,136992.8110922397,106893.35181336808,127782.91009245503,282660.9885296051,153031.30826120853,192377.26525229355,209384.61863079327,183259.97635363726,112783.20574770057,478390.6383511207,128997.13574520871,,119016.70365301288,143788.44456333245,243267.86044745412
2007-04-01,256129.09653741991,482862.8015868712,146155.94537473013,283763.55519630277,172107.21198628747,363355.4734767705,272746.65821778687,245928.7299289731,371679.06772083853,278667.6644750579,235221.66746802744,174631.69394465457,399283.70550013473,147856.6580823768,327322.16176766873,315193.126063846,167604.83235318112,124186.12414811552,173382.55955927793,349969.1506922483,205498.95560990437,164999.460329679,215204.18110566118,199691.86240307926,332880.8916144369,220905.94033750333,279582.2725425238,121608.71071662684,298709.4713017764,216739.70381544423,261646.19912530758,121693.30999059898,146410.49292843053,139607.29723903936,191224.1607470576,133552.73022954178,137116.2736479989,107179.07323762735,128003.35526044048,283215.1610746054,153595.2739996912,193162.39488098954,209069.23769324945,183429.19697484234,112966.22551628073,478844.8462959306,129203.04243488955,,119033.72924650846,143866.88781677504,243754.0185588768
2007-05-01,254273.1497402666,479777.6657373894,146569.39930584328,283996.33554335084,172863.03366267864,362591.13614734495,272557.4361673638,246347.46697399268,371615.5341799164,278333.8159214126,237717.9495173377,174968.2378032233,399769.4036610389,147063.85887658384,329340.43875569483,314831.2261145607,167863.1132333814,124322.99624202253,173826.17673896186,350032.1727962206,206087.56392615396,165458.34553666625,215225.4144457439,200977.68173189554,330783.95546992944,221164.35702279236,281118.17805023165,122065.07487784598,297912.1161152685,216241.3788379616,261184.3163148424,121671.6510843493,146459.4518432012,140041.6696031057,191894.5611007826,133381.64931116905,137190.66214765934,107425.52204538445,128412.57337262724,284016.23922681244,154155.48367130535,193947.03668120163,208666.96191829102,183510.33176515473,113209.3162140567,479040.66231324157,129306.60648335335,,119030.61991518889,144004.89915032274,244558.34868299155
2007-06-01,251953.54888676075,476224.70157698024,147106.98047158954,284031.9250544354,173594.35369931918,361519.27340268315,271945.22237434715,246781.25187999444,370838.23142381624,277393.9690148782,240453.22405375438,175195.8502456648,399871.9065979004,146321.33925614294,330639.3148807925,314132.9082601185,168036.83651420043,124369.73799373467,174163.71923645653,349819.0319076011,206583.98048974152,165833.42122784906,215100.69946090798,202408.82280761606,327908.3396395857,221545.67425625073,282178.40797546663,122463.56040623052,296223.54354978545,215593.60323343714,260446.54580562035,121637.11058818898,146454.15685431278,140327.3986381966,192536.1819685148,133226.25140966757,136926.19589137728,107629.74274426098,128766.60143191197,285034.636901889,154658.89565145163,195106.17235991303,207987.42115521024,183506.91469853665,113527.28438534685,479011.1822060251,129403.33938647377,,119050.63450358965,144395.38965436784,245392.44054939933
2007-07-01,249159.21334715668,471677.5380639585,147586.71686388555,284088.719848994,174224.49633317895,360064.03633420466,270791.75488597434,247101.2279773926,369389.9598476608,275814.47153310693,243212.43054214714,175303.3848222466,399879.3514951475,145428.9110486025,331241.4286460399,313252.38835999876,168207.3669311968,124366.37576804373,174527.73769095892,349345.3019128999,207050.5138432415,166123.69684972498,214817.466527169,203481.48027330366,324493.79296597635,221765.00788118228,282734.26925741945,122790.38011757389,294868.45311028167,214700.1899559317,259791.36574876154,121513.02473637741,146425.2445479655,140423.2516008967,192952.0061269966,133018.6001503684,136783.89854200362,107784.45010467498,128949.08607823325,285597.42696778214,155073.17261931437,196016.3372484677,206920.01956952398,183311.65268121855,113907.8210966173,478158.91119714285,129471.51501627256,,119130.74386826211,144749.4426631088,246250.99965169074
2007-08-01,246070.86436205046,466935.8899631446,148096.60427352204,284167.25481848296,174792.60903800625,358555.58350418624,269509.1531237772,247252.0653589964,367634.85216297675,273646.7964830439,245927.78100543178,175342.8847732708,399789.57282296877,144649.08044380462,331707.7199102396,312454.8231076847,168348.91391664473,124456.13803340396,174788.99235474435,348765.77863052307,207453.07665173008,166536.15661649435,214457.72338293478,204253.816957372,320826.7369092814,221756.8907021711,282841.25820435426,123141.10726116721,293344.8397727229,213874.02328914288,259244.39085201055,121474.06619342694,146361.51232173073,140552.06970484662,193506.6317208024,132773.3330848141,136694.18828915464,107946.37658236384,129104.64711178448,285828.86220444395,155394.34086845987,196800.7697043318,206601.30389103587,183181.80907349262,114268.13401250642,477526.70800250256,129645.01865882859,,119226.67330183681,145197.8503625864,247067.27258327627
2007-09-01,242909.05810672368,461606.9922305085,148599.07964924874,284173.26986740733,175239.46773183192,357074.06925994117,268336.01320765045,247058.72309309428,365916.15684467624,270935.13777995046,247979.0827195196,175227.23826004277,399798.3756490769,143667.78756236946,331917.8509598539,311905.60569572303,168437.9652868321,124570.99545419286,174920.41059612305,347929.12136736634,207769.00998063618,166903.09004311243,213885.8073202935,204774.27694971595,316731.5726857789,221904.23071265055,282799.3025717134,123409.19710411098,292234.7774702008,213054.3571749169,258686.90481974045,121425.76190718047,146235.60727048753,140655.12052253517,194066.3312501692,132583.77650980712,136735.3876250811,108051.52318262977,129306.73121909272,285598.4476789842,155545.08791231093,197053.0246351998,206734.95569609277,183085.74376471643,114552.91700314755,476534.7327954026,129767.76424050813,,119316.12641164956,145559.59159250322,248050.811112897
2007-10-01,239675.2625887956,456014.7680054828,149061.783744294,284379.48297385866,175590.84438692438,355404.51005465357,267320.3128710578,246596.44239528172,364348.1148867722,268200.63141647866,249556.36273534468,175000.96305785378,400274.177301109,142681.2305142044,331384.40579898754,311361.28275671694,168371.74848393668,124702.61743229929,175006.52733833992,346397.1925413205,207971.37666840144,167172.34776718577,213248.9655330599,205363.18235366303,312760.78062206693,222329.1963764682,282469.3035407809,123633.49367377041,291004.1498980545,212325.94688606006,258043.99509285376,121497.22337412188,146043.67516898396,140746.52559158846,194683.44548829633,132363.4053206256,136430.96818855024,108149.97799412931,129567.85366133273,285494.4047153518,155573.07398324783,197129.793164162,207330.8218000466,183116.56565232322,114742.53091854694,476159.3766065806,129873.7076526658,,119439.65641497569,145983.02844849046,249055.0930614789
2007-11-01,236293.95995134188,450393.3708291327,149447.33322697095,284587.1556099485,175851.10355688524,353685.8283074838,266316.15683960845,245831.5963493888,362771.456541097,264621.328199854,250884.99212334515,174582.46855317647,400564.55403517286,141579.54735752687,330094.9501295856,310407.01373381837,168232.5407542722,124824.21868425499,175116.58278359208,343839.1190336973,208150.96260688562,167387.29341029297,212585.83029171804,205883.6893817349,307161.4584152151,222966.60145468093,281754.3909343052,123657.33156171489,290210.67061018996,211333.7843690991,257058.68555659245,121717.49196568714,145722.27699206665,140733.53730360672,195367.7204897448,132002.38580907966,136090.56250237467,108190.60714409368,129705.45312968492,284972.6181372914,155401.98382134235,197119.59460215122,207325.82283851015,183079.08580062582,114917.63359153981,475725.3766496184,129868.45439551031,,119488.89534027071,146461.519197294,249908.70866762125
2007-12-01,232864.7534007189,444367.34839797276,149802.97450067278,284699.9405072315,176019.2716795608,351962.3407733916,264991.92247529887,244935.84802969708,361169.5407131052,261057.53685021916,252183.67590364875,174151.15838045572,400320.6960093227,140604.01953762563,328539.9874484979,309212.47329135885,168069.34656958116,125010.35237321247,175203.1694203588,340895.1643627255,208534.26350567644,167479.74245354361,211799.09070383667,206287.23050461698,301086.2375280002,223599.46880321635,280787.19297034753,123615.68356938781,289455.66929894575,210077.28472831706,255830.86546980255,122062.17941851557,145368.14931507767,140635.34489875557,196134.94459496206,131546.17855540573,135738.1183172872,108280.61393343819,129626.20211896642,283871.6730174395,155128.06676392155,197206.14834358476,207428.64684036325,183017.9310415299,115058.52396027678,475444.9651567151,129863.98483147733,,119493.4071163021,147036.4501156195,250652.19350761131
2008-01-01,229139.1724989475,438366.81586243334,149659.22664859067,284769.6880704526,176131.73231596677,350169.648308312,263458.58968942513,243886.32800906463,359764.41695464606,257242.01423887667,253043.77734293175,173502.14533040876,399696.72594392375,139607.76988978704,326996.62022778037,307164.7766718412,168018.6654267365,125250.95486404852,175158.0232467048,338346.7706443739,208943.3545081009,167583.36553920095,210940.5384058526,206549.14154498265,293486.17542925075,224689.20104093236,279366.3246297284,123525.62443592281,288367.94760714454,208625.97831284607,254433.88088617698,122293.93941841555,145049.4402345425,140422.12699515643,196844.6171700804,131056.09247590847,135369.16291855168,108416.9199654127,129588.76501618589,282071.2156912798,154672.59474552458,197173.72556654538,207520.43561780298,182899.83269419332,115110.15447933662,474810.3478160319,129819.26777255011,,119436.9189317907,147702.28838987768,251243.55964406778
2008-02-01,225462.1349949018,431284.3234312132,149243.55997359098,284630.33438432205,176199.0852681126,348136.4279984291,261740.05652605402,242932.33737306713,358642.22942841676,252656.7783344114,253181.5833528368,172772.45877457995,398825.697884406,138457.68676426064,325600.72239697946,304957.53857009107,167906.89213523574,125364.80909634165,175126.32070826026,336303.16334142606,209710.04163995176,167534.87601974313,209250.99364706408,206784.89753554357,285205.0328348473,225100.1795009857,278277.2578404796,123465.30296020873,286548.50581149844,206951.66114450907,253283.26811108025,122361.49452345756,144900.59560502277,140204.88953396407,197307.53731260783,130583.87444696389,134843.00998041805,108626.3364568141,129454.95363808936,280393.3001052003,154235.08751302084,197022.23483006915,207632.17085003946,182571.16888385473,115176.64111101996,473868.9110591545,129832.26971159472,,119408.33023967443,148252.5362398928,251306.83039181455
2008-03-01,221535.0902302137,422823.84815667715,148631.5321557638,284471.4221425703,176281.72227665514,345909.06822395604,259718.26269433033,242017.22715778297,357224.06008517236,247623.11726802596,252441.03175584716,171887.23736497946,397701.2834986331,137066.11328708983,324198.4554753992,302381.00035669125,167640.19365453153,125303.30750133639,175057.49842084726,334253.0738851344,209956.242635602,167449.62133788996,208459.0062422826,206989.91904432676,276691.49221392046,225234.35032247426,276941.57938773,123519.36975759221,284608.8186017077,205327.91632809132,252022.51602708086,122320.40326523701,144794.61880542152,139954.55907299314,197086.01507810422,130197.97607090801,134403.6905863775,108801.53676940034,129366.31203977729,279575.6157609108,153865.98924281684,196696.0849395912,207573.3055357689,181975.00088069812,115067.83921462488,473692.03955469775,129866.7370922994,,119383.31797899191,148596.13850788592,251338.52977167547
2008-04-01,217711.11025269073,412906.43596711126,148310.35907654886,284109.6554961779,176325.47613152766,343816.69552391424,257416.82716002842,241211.6709235589,355058.7477532195,241762.90616509295,251057.65857218343,171125.91283706456,396082.823044172,135446.72633927703,322288.3094194466,300389.7994451703,167304.05351140074,125114.97631006846,175009.61826037057,331767.69652388914,209813.62335303743,167324.4587132715,206981.98216633243,207023.57779206417,269371.3061292444,224578.82912244578,275580.1978779983,123617.24568380411,282528.6542373952,203749.4484716071,250998.06389423483,122225.78171511639,144536.4251247179,139766.6994990691,196698.34515859772,129863.73805046939,134138.96399718116,108955.94147743068,129028.20582030236,279193.7639142301,153662.74130188787,196207.13457257114,206956.7903120227,181226.69407610627,115080.38707206275,473860.91176231345,129924.50841108449,,119228.71463036462,148678.37375585627,251097.8793603411
2008-05-01,213602.82222585427,402349.9653279837,148080.2061212902,283504.750327173,176275.73378793942,342013.19975999004,254965.36326691473,240311.37606046305,352112.85839864536,237174.09348636132,249280.28426695743,170396.50263390856,394413.2026716065,133865.1776262723,319774.4491867259,298815.38241750735,166987.4019113326,124976.97239678922,174797.93233164062,328505.64729647146,208573.4926664879,167279.8976032978,206462.36081389725,206885.424835335,263362.22521743254,224014.1090989895,273669.4131248088,123820.84829627047,280087.0416788565,202345.80204792778,249132.64830427998,122086.68256331111,144179.15010625336,139645.917019585,196483.47251239477,129593.02576540619,133983.30065377962,109095.53064345081,128435.61258580493,278553.67090191523,153520.58373835907,195594.86068790956,205907.380031753,180530.33197452707,115123.65808590049,475216.3905595227,129873.9287044058,,119032.03373813664,148672.46679263524,251134.3432735578
2008-06-01,209607.52422870215,392098.39989978523,147873.80484930403,282679.0782346628,176038.59827904528,340410.7093257923,252833.52892438913,239425.55723056357,349083.8951201945,232693.01629089544,247217.32188649316,169630.29544131175,392793.0430961921,132322.35215595207,316861.3459015693,297514.8013206503,166704.01739665022,124851.04271870093,174460.13005709366,324697.9169941494,207153.10587350524,167275.55409795532,204752.28572243717,206567.45781089668,256889.61593347238,223391.16485984437,271582.8444239623,124007.70508654289,277469.3880085081,201066.1393365489,247034.05001223285,121953.39396323635,143727.51985832598,139629.5140069127,196734.17942808045,129285.2376025134,133828.0265214643,109295.57494790717,127774.74881137368,276957.3974596435,153328.63268971205,194787.95010715388,204319.26776050427,180024.47602838255,115353.29378701349,475675.7234756113,129701.30885476293,,118827.10160395263,148745.06662973427,251041.12376957588
2008-07-01,205522.52195165865,381715.69143730425,147703.15025159135,281584.8690481415,175638.79317706867,338610.7481742296,250658.13484863378,238380.8206464408,346181.66684376705,228026.94655404333,245075.25142613568,168714.6834576464,390354.3001374157,130764.46925413364,314022.41309366777,295973.29153633857,166188.49387402067,124732.32925478484,173859.3260199793,320302.07134400733,205694.88647872768,167276.37126014222,203642.24826564922,206316.31499346017,249942.25696188243,222635.19191616704,269441.7217810791,124084.90966790919,274435.957223639,199680.5359688627,244787.93993795896,121754.57218199798,143253.9384915971,139575.57638846614,197011.61836934174,128986.11891470892,133651.29253851672,109538.05132316278,127077.0802755162,274935.80264938675,152996.73900856002,193841.7327002477,202880.43132755245,179532.17532581717,115460.78777305433,472841.46065672836,129486.86474094023,,118750.37945419899,148846.18871740185,251016.79187822496
2008-08-01,201275.42839545905,371720.1314420668,147339.42475595998,280401.3751784913,175171.59440669627,336542.3208821132,248253.83013089478,237383.97143243373,343399.16145913705,222177.06751902844,242745.30521519328,167657.01577674013,387109.1573018559,128920.50003414326,310939.62226272904,293886.24832402164,165510.21137845784,124634.42367055977,173077.28837533595,315941.2633551133,204251.80912995196,167334.09814051093,201562.32908666623,206091.26660708096,242661.32204570985,222193.64066718635,267125.68144735583,124159.3730055234,271195.16520671366,197956.02085253512,242783.99957678362,121438.8074622461,142735.4218937962,139330.77344298965,196926.2594432011,128627.67778161162,133420.4288396881,109730.44750483264,126526.42730495945,272653.7148851703,152517.60584899457,192796.82957667919,201478.4602766988,178976.04344971673,115471.82860492624,467629.0662454067,129189.56169636983,,118746.8613467813,149029.05021620597,251210.7708505408
2008-09-01,196956.20786017293,362485.4513810364,146813.15244650768,279078.62538259476,174674.84033934577,333951.2651187892,245768.63879791988,236546.65960476582,340553.9164033067,216293.2446877174,240725.9625475896,166530.6116079406,384223.48543202557,127124.39975512114,307788.39356932003,291310.54756330437,164768.62928334778,124588.87197562751,172252.20592043464,311516.64335788746,202700.4998431628,167359.86153338174,199793.7249948588,205831.60775730843,235317.3873048733,221742.82189614428,264721.88915969455,124113.4362589817,267792.8239673024,195988.70394438226,240903.07159973762,121021.49701605756,142240.00205810237,139032.47245710398,196746.80764400525,128200.72390790445,133042.29241031906,109185.43021923433,125992.08586309337,270641.1676276684,151952.30768951672,191825.14081951758,200425.02279831923,178271.98945600915,115468.31015063921,461507.63848160673,128898.93242509702,,118776.98638533395,149205.12630291152,251306.33747434578
2008-10-01,192587.41904001022,354499.77583343233,146187.15612978165,277488.9950082311,174168.4287730404,331148.10444401787,243666.63124983746,235884.78597422343,337542.3789363863,211133.05706273895,238843.4929041484,165277.33147251874,382611.2155791161,125570.31521827506,304807.4818527969,288607.6221145058,164089.36640857396,124498.63518287429,171535.9749088352,307344.3469015689,200999.46572944042,167323.8741071904,197393.67278995938,205472.1294024651,228345.9781100084,221274.56664847373,262279.0572431344,124075.82528067258,264341.6263802265,193929.25144541636,238824.18599694947,120678.4613627781,141792.37852242833,138610.37905381632,196517.39468222772,127643.4260475689,132540.75876909413,,125577.22542020252,268436.47866356786,151422.26264733498,190704.3307947088,199498.1220992414,177295.13250857382,115543.23887392873,457602.6734419349,128551.03150430483,,118794.0942657469,149432.8786331661,251537.00436783442
2008-11-01,188291.80656314114,346757.8683291636,145573.01270230822,275748.75523202535,173532.65949053242,328313.5936298054,241925.98766120986,235140.06859672695,334343.91174770653,205325.19284288792,237131.50629153926,163714.77043806142,381274.21316579985,124165.52155945696,301938.6373474183,286052.55418580974,163205.3929619113,124399.80734877405,170861.7837444653,303847.50895674236,199209.47122121393,167027.9222439391,195145.23788314257,205199.6953271708,220810.66683272948,220772.12180392808,259916.42199663643,123791.49631272348,260983.24332986624,192039.0710210891,237203.1092983461,120360.55928037583,141220.5735481057,138248.72410355636,196496.96278279368,127083.31884725043,131961.44494454257,107330.38769539865,125299.51998421183,266587.40228026116,150866.15240752403,189596.35207031146,198785.4262186157,176117.27914814395,115512.181985532,454269.55334588216,128229.40816365262,,118731.07738025876,149690.69933599897,251604.8750880869
2008-12-01,184184.76101227466,339329.7279861831,145005.11234267487,274080.07053554495,172771.64532021713,325769.2110787733,240355.27615401408,234309.26733419267,331415.0524504092,199311.83072784662,235241.57968026408,161830.27948519826,379487.7819633468,122509.68312646924,298954.06421242317,283914.33387113054,162295.96048308953,124286.66458899125,170135.0861494701,300617.64032557065,197317.032702873,166694.50937329925,192504.63750859152,205060.2511845131,214198.8526581115,220323.95918036482,257433.84727219725,123488.62461611508,257431.0447035754,190332.68557582723,235527.47809501542,119970.89515399521,140602.5011125439,137719.91225805096,196430.434012522,126417.44075102983,131361.8303377285,106940.77495819078,125110.93195305222,264770.0636692359,150291.7895218864,188671.17958394732,197783.7534075206,174944.87516470475,115392.38071974136,451207.94128091383,127860.32362663247,,118620.49508259304,149905.45132768192,251571.60074192696
2009-01-01,180321.93187484273,332386.0650541792,144488.42335647263,272536.5741490323,171934.13637492413,323566.1593536877,238648.53322159176,233510.997215656,329171.2651860407,193726.592804142,232914.28741143353,159912.68138245656,378817.57739840046,120453.303894837,296264.00137002283,282032.4654199469,161250.97459871517,124126.36336853231,169393.90853887287,297467.3241661107,195256.58519529094,166371.314242829,189657.55142169524,205045.57094829588,207525.2628334435,220109.40478276197,255273.36177497962,123064.60262823838,253893.28301779748,188722.6787198178,234469.93439410382,119609.14486842639,139996.0462193185,137276.04280765346,196309.94887169055,125649.3684122151,130831.38087423297,107016.38843908499,124817.19995459537,263287.4082287644,149762.21745711486,188022.26169991327,196594.99635228064,173421.64234157003,115222.8071097168,448516.9402002129,127459.69590612408,165372.97494889924,118531.27148683493,150179.8892911305,251373.52226965726
2009-02-01,176889.53242537248,327329.4385127831,144217.0782032154,271208.33274053887,171304.5652495056,321461.19346738415,236999.62831015248,233028.89914501805,327343.48126106034,190155.530701399,230598.31443973337,158193.33823219352,378926.32736904075,118323.8778594982,293497.8443442649,280836.76956735575,160303.2245208695,123912.23611023325,168906.9119376979,294056.0367039293,193014.38035948947,166270.9334610742,187388.87005763533,204936.4974765994,202244.03714066508,220011.8241258233,252935.06609269904,122826.42886090255,250610.86150666827,187205.74958431057,233399.67949541876,119291.65702723502,139550.24566934028,136769.4317077516,195925.1124076563,124808.09214298495,130519.26074362423,107177.34235157895,124488.22279643298,261883.76436813074,149354.83234273302,187348.3302715748,195501.21248636427,172339.8996251749,114966.92169240217,445004.3873863502,126988.74349337193,165383.0741773057,118497.8922094272,150223.2178764605,251554.00069040616
2009-03-01,173662.72825740423,323141.3123170792,144105.7383127154,270030.93346218,170806.16322575253,319309.53693230404,235384.07957364467,232702.1233796561,325579.4461058965,186953.73751745606,228268.46564373467,156647.20096634887,378807.6106299657,116259.74074041605,290600.5593390655,279416.805388613,159521.78612084503,123724.58319553979,168666.31256723948,290521.8226044632,190703.85416886225,166241.67847778325,185177.1028190063,204544.00578943943,197066.58586771265,219868.37395352963,250595.1002842905,122728.34883951682,247411.8859746503,185454.3315076366,232473.90847221823,119110.46946334552,139212.18239205118,136274.62591473732,195570.43799712966,124047.24046853448,130705.48023672274,107364.93551988674,124212.84342457535,260363.27093478487,148961.83728660186,186136.538910751,194376.6915275647,171431.9742409927,114779.49915471097,441638.8108295768,126488.86651113523,165339.19254890026,118444.59093714952,150143.13270189412,251895.3830517387
2009-04-01,170449.79734606287,319205.8936827799,144088.55896822744,269028.2522518064,170295.23333344367,317434.5817053134,233941.87099073606,232453.09377406657,323318.9663654298,183715.73195689594,226441.58228717008,155003.7975943843,376886.25613159494,114486.1810186775,286839.7615310648,278050.1298113877,158787.05930070355,123614.69830493031,168521.40318989722,286930.6034508739,188361.95480711968,166415.27510154527,183778.56853377912,203940.2453134049,191928.16214824867,219596.20126805527,247933.86954179112,122896.57479409303,244944.6660195513,183834.91705367525,230858.81740465635,118961.76708507772,138879.28075306502,135651.70240182828,195152.68678153897,123511.25156807939,130982.55470841739,107278.2049936476,124025.93374274082,258912.43034122768,148437.35457771248,185011.2455643953,193385.95899993167,171199.57801995412,114638.62519026722,438029.77916088095,125986.14255028618,165121.24850867092,118347.49658618023,149809.33195219535,252114.12364369756
2009-05-01,167341.5400962823,315392.34269698657,144088.365808623,268106.6583074378,169624.5414957056,316164.4721158506,232715.10092310744,232142.71761767802,320908.02358245983,180077.15164991457,224562.09611396134,153289.24302958956,373961.143237608,112929.56826637783,283295.6248807027,275970.17479852686,157946.17096659017,123549.85150947748,168269.3481630738,283563.8366469967,186132.63475460897,166492.25496080177,182121.0470151323,203507.5740884303,185956.51789995714,219383.93787921173,245417.6071055731,123100.59138568683,242786.21378496863,182551.8370800597,229138.63852433817,118833.89555704629,138456.56583908282,135037.83307542352,194745.41901429914,123133.02985697916,131382.35595716047,107075.93967150872,123806.01810467565,257197.33267339144,147749.33698491906,183948.71969919276,191612.84835967558,170782.20252750974,114686.98433892941,434284.0264014857,125582.62026771395,164763.0093947477,118169.6671297815,149437.1869547577,251773.4198973143
2009-06-01,164384.79168681975,312059.5579219424,144063.30504114262,267105.83286201284,168865.7631083368,315346.4016825067,231591.1723670111,231786.17062606706,318474.0686383097,176986.23379006502,222712.40726716886,151646.79271385484,371788.56884245685,111505.1189190659,280171.4154673028,273859.42623087665,156914.95541885923,123445.5423458321,167923.59481239258,281003.51900716516,184170.69448691045,166552.45289801084,180798.35711357705,203229.73169209997,179716.88313115019,219037.3932060618,242880.9787756053,123331.68882178131,241044.58416105006,181712.73158424778,227729.9125558606,118718.5380513015,137882.3532948827,134395.6696891334,194107.4182853241,122800.93076882833,131571.41830399857,106839.79231081977,123506.77139045099,255644.77339615926,147033.20012562725,183782.6514826352,189998.19506220424,170326.7101050149,114818.3129946203,429737.20500615035,125291.67259198794,164348.3371339716,117977.71945087724,149050.7889722635,251337.95793366074
2009-07-01,161854.89426979338,309587.9705462482,144074.61675212937,266068.55753983854,168113.73112913125,314755.46413929784,230594.6191601404,231261.9421420173,316247.7036955906,174389.58119099785,220919.3198407097,150258.85814809674,369418.27537839423,110308.24687726663,277894.07964013284,271634.3249809739,155958.66435744127,123361.62242546787,167545.39644884472,278711.6225939127,182299.5682520508,166451.27060049822,179500.19827828245,202976.5694858943,173595.6001717078,218392.08288817745,240369.5635261453,123479.77322795907,239340.02275268556,181116.64800665283,226632.32057757885,118493.48633065476,137227.82268039157,133781.6928399806,193342.45446627168,122404.21898366847,131709.28741417816,106567.43433165223,123233.41235689928,254305.50545697915,146352.47527821152,183393.72782018757,188346.84798546124,169702.22743079058,114964.49683551623,425293.115647905,125008.95294102687,164062.52947250032,117755.98673552457,148604.37237453123,250865.79630385968
2009-08-01,159524.01640691032,307522.2518548975,143954.00680955025,264948.87083931436,167262.8303357229,314206.322150981,229562.4401704555,230749.62815852524,314325.5366529873,172022.51396245856,219205.72212283837,149075.0922869978,367379.66297408054,109159.03082693736,275903.61959760863,270016.984479466,155195.391894702,123256.82767950797,167100.6094695086,276736.7449512386,180435.137761564,166232.1052006644,178323.94832879156,202421.585111871,168698.90231044564,217397.79190928125,238267.09655818218,123567.44748473175,237975.47697853262,180626.82260278633,225657.88053720896,118219.66899605632,136646.8235027704,133145.22234252372,192445.38121868487,121974.63624383537,131785.1968940047,106352.38285408658,122885.17363088427,253428.41402331638,145803.54359584078,183115.99164153627,187502.60199956468,169196.12612760815,115110.20217394111,421875.02351129643,124657.5164770673,164249.9502062709,117548.97308537959,148179.82530099322,250448.21407838192
2009-09-01,157389.96693011318,305904.1902861691,143794.8643007148,264005.789682754,166486.94126147212,313853.5950549101,228550.6945432156,230318.05314206894,312711.7429958986,169829.2874344883,217574.26153130957,147960.84156958674,364982.4298437845,108146.48566693155,274254.4954008812,268638.5967561757,154521.69470417747,123151.61871769953,166680.32602291167,274456.5258703777,178440.03347170938,165958.70749347357,176718.2890728832,201754.3890782128,164892.71439988,216438.8648603953,236744.6177774388,123514.66614461069,237083.66833215012,180017.05824540867,224585.56742388988,117926.80148703979,136107.7423346372,132537.98670833025,191525.68072764328,121577.83118670864,131987.71329867313,105669.42396841598,122498.81184717706,252690.14791021668,145350.12757259773,182333.05796274383,186808.10918828892,168644.52307521447,115223.7906077103,417860.4578097978,124243.14165437587,164689.5272272604,117324.71377089187,147748.25984512712,250045.71316214165
2009-10-01,155584.53304422591,305041.649266745,143583.56748003038,263276.0670378396,165840.0541259423,313572.6851727551,227639.13550262642,230090.22432095857,311532.2066102122,167494.05968736825,216105.64068008502,146857.2681952161,362475.75528787967,107017.8143299917,273155.440371571,267547.97646430315,153899.74027139702,123034.99462963613,166393.75042223287,272552.5559586569,176662.59392231665,165674.2253127557,175155.26483829526,201066.10533259079,162357.3707838237,215742.39067951773,235706.04988435344,123476.45357111162,236584.99980495017,179259.10273337798,223639.5867201744,117667.7487857704,135695.87346563174,132034.10493674528,190887.35069441923,121292.7386646282,132337.58580561515,104859.89575802533,122052.40902709507,252056.63923509908,145004.70854922454,182112.85816935846,186164.17774710187,168094.98644382143,115258.17491563149,413361.1740110997,123850.476275788,165091.4291347532,117159.71566422966,147404.26592490685,249649.5130707065
